Animal_ID,Species,Age,Gender,Weight_kg,BMI,Medical_Condition,Daily_Caloric_Intake,Protein_Intake,Fat_Intake,Carbohydrate_Intake,Water_Intake,Activity_Level,Metabolic_Rate,Heart_Rate,Respiratory_Rate,Feeding_Frequency
24505,Sheep,11,Female,40.49,,Parasites,,101.2,31.1,91,0.59,Active,1147.8,83,15,1
24506,Cow,18,Male,674.88,262.97,Bloat,1864,144.1,182,28,2.08,Active,,154,29,4
24507,Horse,6,Male,533.04,165.12,Colic,715.9,,124.8,265.1,4.89,Moderate,1238.6,83,,3
24508,Cat,18,Male,14.65,66.4,FeLV,992.9,63.8,108.4,133.1,1.5,Active,372.6,115,,4
24509,Sheep,9,Male,96.03,231.47,Scrapie,,57.2,194.3,267.3,1.22,Sedentary,1146.3,158,12,4
24510,Horse,6,Female,693.36,329.96,Colic,563.3,48.9,,,3.49,Sedentary,1391,,10,2
24511,Cat,1,Male,36.2,82.53,FIV,,86.7,150.9,,2.12,Moderate,1024,83,28,3
24512,Horse,8,Female,481.62,184.52,Strangles,1300.5,82.6,,298.3,2.06,Sedentary,619.7,128,16,2
24513,Cow,4,Female,422.41,157.34,Ketosis,,117,120.2,241.4,3.16,Sedentary,1680.5,79,29,4
24514,Horse,8,Male,364.48,176.9,Equine Influenza,509.7,91.1,29,,2.18,Moderate,1760.1,95,28,1
24515,Cat,16,Female,6.65,31.81,FLUTD,1739.8,114.5,169.7,167.2,,Moderate,885.9,156,,1
24516,Dog,9,Male,21.08,50.09,Allergies,2497.4,29.1,24.8,81.5,4.02,Moderate,1033.7,152,18,4
24517,Dog,18,Female,9.16,65.38,Pancreatitis,2469.7,79.5,189.6,,1.65,Moderate,1464.2,98,,4
24518,Cat,5,Female,21.14,52.31,FLUTD,1346.4,66.3,92.1,78.9,3.73,Active,,78,20,1
24519,Horse,2,Male,393.42,170.75,Colic,1947.3,48.7,,,2.39,Active,513.4,,29,1
24520,Cow,17,Female,,160.75,Ketosis,1632.4,120.4,170.3,287.3,1.68,Moderate,,115,17,3
24521,Cow,14,Female,401.11,131.09,Bloat,214.2,130,37.3,,,Moderate,1053.4,155,27,4
24522,Dog,13,Male,21.32,123.55,Heartworm,2275,66.8,69.6,,2.1,Moderate,534.6,68,14,4
24523,Dog,19,Female,33.07,80.29,Allergies,2005.4,104,,276.2,4.51,Active,992.1,,18,3
24524,Dog,18,Female,10.45,53.15,Canine Distemper,727.6,36,162.9,70.7,4.65,Moderate,1065.6,,,4
24525,Cat,11,Female,25.31,54.67,FLUTD,,,89.3,247.5,1.05,Moderate,1261.6,150,10,1
24526,Dog,8,Female,14.9,41.68,Allergies,1070.8,64.3,169,295.5,0.57,Active,1421.9,95,18,3
24527,Dog,12,Male,17.74,122.34,Heartworm,1099.9,93.9,199.3,,4.91,Moderate,1607.1,145,19,4
24528,Cow,2,Male,620.28,308.75,Foot-and-Mouth,1732.9,,149.9,,2.49,Active,726.9,70,15,2
24529,Cat,17,Male,,66.98,FIV,,,90.8,194.2,1.15,Moderate,,74,14,4
24530,Cow,19,Male,484.15,238.83,Ketosis,,83.3,95.4,190.7,1.78,Moderate,458.2,129,24,3
24531,Horse,3,Female,474.87,179.3,EHV,255.3,146.3,146.4,219.7,1.39,Moderate,1696.7,82,23,2
24532,Cow,3,Male,686.69,255.66,Mastitis,968.7,147.3,190,,1.75,Sedentary,1165,97,28,1
24533,Dog,13,Female,14.92,79.1,Lyme Disease,,80.7,81.2,233.5,4.25,Moderate,,75,18,3
24534,Dog,10,Female,17.13,102.25,Parvovirus,980.9,,62.4,140.6,2.09,Active,472.9,,23,2
24535,Rabbit,15,Female,,167.43,RHD,2134.3,52.5,18.8,,1.79,Active,709.2,89,28,4
24536,Sheep,9,Female,77.88,221.32,Pregnancy Toxemia,803.3,,,30.3,1.83,Moderate,,93,15,1
24537,Cow,16,Male,754.81,,Johnes,605.7,41.5,49.4,237,2.44,Active,1619.4,116,21,1
24538,Cat,13,Male,27.31,125.98,Chronic Kidney Disease,2323.8,114.5,111.3,249.9,2.12,Sedentary,436.4,153,23,3
24539,Dog,16,Female,5.23,14.78,Hip Dysplasia,,17.7,,,1.71,Moderate,1029.2,156,22,2
24540,Sheep,20,Male,95.02,194.86,Caseous Lymphadenitis,1294.9,73.3,,23.4,3.51,Active,594.4,86,18,4
24541,Dog,2,Male,35.02,285.71,Parvovirus,972.8,140.7,18.2,104.7,0.97,Active,,,10,4
24542,Cow,12,Male,386.96,138.9,Johnes,,118.1,140.8,184.8,4,Active,1607.6,90,12,1
24543,Cat,16,Female,,140.21,Upper Respiratory Infections,722.6,,156.8,284.4,2.55,Sedentary,1044.9,94,28,4
24544,Cow,15,Male,622.68,312.14,Ketosis,,18.3,99.8,,1.01,Moderate,913.8,140,28,1
24545,Horse,11,Male,699.99,251.96,Equine Influenza,390.7,118.4,144.6,139.8,3.69,Moderate,590.2,83,16,2
24546,Sheep,7,Female,92.08,215.02,Pregnancy Toxemia,,,150.2,202.4,,Sedentary,,136,25,1
24547,Dog,10,Female,14.9,38.17,Heartworm,568.5,10.5,64.9,190,,Active,,137,13,3
24548,Horse,20,Female,467.75,211.31,EHV,868,15.8,7.8,189,1.68,Active,1191.2,115,18,2
24549,Cow,12,Male,645.51,226.39,Ketosis,1837.7,96.5,58.1,216.1,2.44,Active,318,125,22,4
24550,Horse,7,Female,569.85,280.04,Laminitis,1320.4,28.1,17.2,113.9,3.39,Sedentary,471.7,70,25,4
24551,Horse,20,Male,550.76,218.29,Equine Influenza,1345.8,38.7,,89.4,0.83,Sedentary,1148.9,121,13,4
24552,Rabbit,19,Female,29.19,131.69,Uterine Tumors,1056.3,15.7,65.3,208.8,3.04,Active,1590.3,,17,4
24553,Cat,5,Male,11.19,86.58,Hyperthyroidism,2008.2,85.8,59.2,299.3,2.98,Moderate,1307.8,128,10,2
24554,Cat,1,Female,34.91,289.43,Dental Disease,297.1,21.9,193.7,142.7,2.17,Active,1544.4,68,21,3
24555,Rabbit,7,Male,13.48,44.72,Uterine Tumors,1550.4,42.6,22.9,175.9,3.02,Active,1054.7,112,11,4
24556,Dog,19,Male,34.32,105.01,Parvovirus,2405.7,77.1,117.9,245.8,1.27,Moderate,1783.4,77,20,3
24557,Cow,17,Female,417.36,134.05,Ketosis,1514.4,12.7,119.7,249.5,2.69,Sedentary,1292,61,25,3
24558,Rabbit,1,Male,36.88,77.22,Pasteurellosis,1897.3,82,63.8,212.2,4.15,Active,886.4,81,18,1
24559,Dog,5,Female,17.27,37.88,Heartworm,540.7,,161.1,234.6,2.31,Active,1031.7,94,27,2
24560,Cow,20,Female,531.29,239.92,Milk Fever,1522.2,94.8,39.1,67.3,1.24,Sedentary,1772,140,11,4
24561,Rabbit,11,Male,5.09,24.63,Pasteurellosis,924,46.1,,38.4,2.06,Sedentary,954.3,62,23,2
24562,Dog,14,Male,31.75,246.21,Pancreatitis,1828.7,,106.8,95.5,0.73,Active,742.8,96,27,4
24563,Dog,14,Male,37.84,227.87,Heartworm,614.2,105.7,125.6,,0.86,Active,,77,27,1
24564,Sheep,20,Female,104.38,400.36,Pregnancy Toxemia,,88.6,30.6,280.7,3.21,Sedentary,,90,12,2
24565,Cow,20,Female,528.76,258.11,Johnes,,99.3,95.4,,2.18,Moderate,1756.4,157,,4
24566,Cow,20,Male,759.28,258.36,Ketosis,1877.1,149.9,78.4,,4.74,Active,1309.2,145,21,2
24567,Rabbit,2,Female,22.78,65.77,Myxomatosis,1737.2,66.1,162.9,116.6,,Active,423.4,136,27,2
24568,Sheep,8,Male,52.69,179.83,Caseous Lymphadenitis,,58.5,51.8,,,Sedentary,1785.8,81,23,3
24569,Rabbit,18,Male,23.76,78.57,Dental Disease,,88.5,46.1,44.9,3.63,Sedentary,1759.5,137,12,1
24570,Rabbit,5,Female,21.95,,Dental Disease,1518.5,20.3,195.5,,,Active,1511.6,150,14,3
24571,Horse,7,Male,,136.66,Equine Influenza,,20,120.7,203.5,2.38,Moderate,1551.2,112,26,4
24572,Cow,3,Female,684.19,329.77,Foot-and-Mouth,,95.4,,124.4,,Sedentary,386.3,94,12,2
24573,Rabbit,2,Male,15.6,41.95,Encephalitozoon,1793.6,,,198.4,4.15,Sedentary,,156,16,1
24574,Cow,7,Male,356.39,113.03,Mastitis,747,114.6,167.5,,3.38,Active,793.9,149,12,2
24575,Rabbit,20,Male,30.63,,Encephalitozoon,640.7,,23.3,244.9,3.57,Sedentary,1612.1,75,23,2
24576,Dog,15,Male,27.11,66.33,Allergies,404.4,114.8,27.2,,3.03,Sedentary,682.8,118,23,4
24577,Dog,19,Female,31.7,124.15,Pancreatitis,1123,60.4,,242.1,3.67,Sedentary,1018.1,151,20,1
24578,Horse,15,Male,548.09,222.75,Laminitis,377.9,118,,,2.36,Active,1133.3,138,16,3
24579,Cat,13,Female,,197.3,Hyperthyroidism,,41.1,190,74.2,1.46,Active,1001.1,85,21,4
24580,Sheep,19,Male,50.86,103.88,Foot Rot,2224.1,54.4,191.7,191.4,2.63,Sedentary,1175.6,92,,2
24581,Cat,9,Male,12.64,78.76,Upper Respiratory Infections,1580.9,15,31.6,160.8,3.93,Moderate,1715.7,,23,4
24582,Rabbit,12,Male,,153.68,RHD,2391.4,,87.2,283.9,1.27,Sedentary,946,87,19,3
24583,Cat,15,Male,16.8,42.45,Chronic Kidney Disease,1043.8,106.5,68.1,91,0.57,Active,1516.2,116,18,1
24584,Cow,11,Male,670.6,266.73,BRD,,139.5,,240.8,1.81,Sedentary,1629.6,96,27,1
24585,Cat,7,Male,,178.8,FIV,2168.4,,124,,1.4,Active,1772.4,102,12,2
24586,Cat,19,Male,15.82,165.69,Hyperthyroidism,1528.6,132.9,131.7,66.6,,Active,822.6,63,17,3
24587,Rabbit,1,Female,23.71,119.62,RHD,1500.4,88.2,73,101.1,1.04,Moderate,,140,19,1
24588,Sheep,15,Female,86.5,256.69,Foot Rot,1486.1,122,91.2,101.6,0.9,Sedentary,572.4,85,,1
24589,Cat,9,Female,17.33,103.45,FIV,2066.3,82.9,158.5,49.2,0.76,Sedentary,721.3,83,20,4
24590,Cow,6,Female,311.35,98,Mastitis,1750.2,,16.1,244.7,3.3,Sedentary,1476.1,122,25,2
24591,Horse,18,Male,330.59,164.44,EHV,,,186.3,,1.61,Active,,94,10,2
24592,Rabbit,18,Female,31.42,142.05,Pasteurellosis,1816.8,116.6,177,,0.56,Sedentary,1783.1,71,10,4
24593,Dog,10,Male,24.6,81.38,Hip Dysplasia,1449,145.8,,20.9,2.17,Sedentary,426.9,96,10,3
24594,Sheep,1,Female,66.38,141.55,Pregnancy Toxemia,471.9,96,89.6,22.6,1.21,Active,1404.2,,21,3
24595,Dog,2,Female,30.62,222.22,Heartworm,930.2,108.9,36.1,56.9,2.32,Sedentary,1390.5,136,10,3
24596,Dog,8,Female,12.75,35.25,Lyme Disease,1957.1,137,50.9,130.2,1.68,Sedentary,692.3,101,12,1
24597,Cat,11,Male,39.19,236.47,Hyperthyroidism,2336.4,117.9,146,254.3,4.04,Moderate,1607.7,79,19,1
24598,Cat,5,Male,32.11,77.71,Upper Respiratory Infections,1287.9,126.9,153.3,48.7,3.93,Active,1171.5,117,22,1
24599,Rabbit,14,Male,39.47,132.4,RHD,,111,147.7,139.4,4.06,Moderate,,71,10,4
24600,Cat,6,Female,12.7,102.5,Dental Disease,312.6,85.7,18.8,200.9,3.5,Active,356.8,64,24,3
24601,Horse,7,Male,638.96,272.07,PPID,1384,109,29.5,132.9,,Sedentary,1130.5,119,,1
24602,Cow,15,Male,775.23,333.65,Milk Fever,1361.6,29.4,132.2,174.9,3.26,Active,1537,,14,4
24603,Cat,11,Female,14.82,57.77,Chronic Kidney Disease,2489.1,25.5,110,,4.08,Sedentary,889,,15,4
24604,Rabbit,16,Male,10.3,65.48,Uterine Tumors,2492.4,64.6,84,182.8,1.06,Sedentary,1564.6,,23,2
24605,Horse,3,Male,336.39,129.44,EMS,1290.8,28.2,135.9,42.3,,Sedentary,1387.1,142,12,3
24606,Horse,19,Female,634.04,238.76,Equine Influenza,571.1,67.3,180.1,,,Moderate,592.1,67,29,3
24607,Cow,8,Female,779.01,396.66,Milk Fever,1371.7,,51.1,157.3,1.01,Sedentary,444.2,,11,4
24608,Horse,18,Female,505.79,,Strangles,1760.3,119.8,153.3,31.4,4.13,Sedentary,1394.7,83,15,4
24609,Cat,5,Male,9.24,96.84,Hyperthyroidism,1901.6,48.8,,,2.11,Active,1784.8,,19,4
24610,Rabbit,10,Male,10.29,21.78,Uterine Tumors,,140.1,,257.7,,Sedentary,818.3,124,20,1
24611,Dog,15,Male,19.01,41,Canine Distemper,1932.6,,141.9,238,1.91,Sedentary,300.7,128,20,4
24612,Sheep,9,Male,45.1,123.75,Parasites,2389.6,82,185.3,,2.23,Sedentary,884,108,,2
24613,Cow,20,Female,423.34,206.96,Milk Fever,595.6,32.7,,201.2,2.37,Moderate,744.1,,25,1
24614,Dog,4,Female,24.3,50.98,Hip Dysplasia,1298.1,,41,161.8,1.47,Moderate,1367.1,84,,4
24615,Cow,8,Male,728.52,360.69,Mastitis,2188.5,63.2,70.3,248.3,3.17,Sedentary,424.9,153,13,1
24616,Horse,4,Female,534.19,212.74,Strangles,900.3,,,,2.16,Sedentary,,131,22,3
24617,Cat,3,Female,10.11,,Upper Respiratory Infections,351.9,106.2,34.6,,2.01,Moderate,378.3,,21,1
24618,Horse,11,Male,665.25,262.94,EHV,2439.5,102.6,,25.9,1.24,Sedentary,,69,13,4
24619,Sheep,5,Male,43.36,165.92,Parasites,1854.2,,,187.7,0.81,Sedentary,872.6,,22,1
24620,Cat,15,Male,27.45,267.06,FLUTD,,47.6,56.9,260.5,3.07,Moderate,,143,15,2
24621,Dog,13,Male,9.74,55.67,Canine Distemper,1250.2,,103.8,263.8,2.2,Active,1334.6,140,26,4
24622,Dog,16,Male,36.35,386.44,Lyme Disease,1551.9,36.8,37.3,189,5,Sedentary,1091.4,67,22,4
24623,Cow,8,Female,334.58,111.55,Ketosis,2312.3,19,,271.2,,Sedentary,,71,26,4
24624,Rabbit,2,Male,12.86,98.84,Pasteurellosis,869.7,,7.9,26.9,,Moderate,599.6,103,19,4
24625,Dog,15,Female,6.71,15.26,Lyme Disease,2083.1,89.6,,245.6,3.14,Sedentary,1038.6,150,28,2
24626,Cow,5,Male,340.65,112.97,Bloat,,83.5,,120.9,3.66,Active,1597.1,144,18,1
24627,Dog,1,Female,27.32,276.21,Hip Dysplasia,,100.7,77.5,61.6,3.11,Active,,80,15,2
24628,Dog,14,Male,33.95,70.27,Allergies,1947.8,48.3,,34,,Sedentary,1788.9,152,27,2
24629,Cat,4,Male,25.53,64.34,Hyperthyroidism,,75,,280.7,0.69,Moderate,423,119,,4
24630,Cat,20,Male,,59.34,Chronic Kidney Disease,1110,145.2,45.5,,2.68,Moderate,628.1,76,21,1
24631,Horse,4,Female,473.25,,EMS,2424.9,,110.4,48.5,,Active,1136.5,157,,4
24632,Dog,2,Female,23.84,61.78,Lyme Disease,,71.3,,,4.51,Moderate,,95,15,2
24633,Horse,12,Female,685.07,260.59,Equine Influenza,529.2,21.8,33.6,72.1,,Active,612,112,21,2
24634,Cat,15,Male,,54.16,Upper Respiratory Infections,732.7,29.7,158.6,104,2.8,Moderate,1401,139,28,2
24635,Dog,3,Female,25.6,245.38,Heartworm,2049.9,99.9,186.6,,1.05,Moderate,589.4,64,23,2
24636,Rabbit,10,Female,26.51,146.77,Encephalitozoon,1255.7,143.2,,80.5,4.46,Sedentary,1435.9,135,20,1
24637,Dog,18,Female,19.03,79.36,Pancreatitis,,140.6,51.1,,4.68,Active,1524.2,95,18,2
24638,Rabbit,17,Male,23.94,97.86,GI Stasis,,88.2,28.7,124.2,0.92,Moderate,816.8,,15,2
24639,Dog,17,Female,21.85,105.68,Allergies,1636.4,77.9,,,0.56,Active,1286.2,126,14,1
24640,Cat,7,Male,22.6,61.42,FIV,977.6,145.9,154.5,267.6,3.97,Moderate,988.2,154,13,3
24641,Horse,13,Female,306.73,124.26,EMS,1289.3,87.8,39.8,144.8,2.7,Moderate,,128,10,2
24642,Cow,19,Male,684.32,299.53,Bloat,2148.9,140.6,84.5,80.6,,Sedentary,686.8,121,26,2
24643,Sheep,14,Male,58.64,139.74,Foot Rot,1347.4,,,193.2,4.47,Active,442,147,,4
24644,Sheep,9,Female,112.65,253.97,Foot Rot,1782.5,82.5,10.2,188.8,,Moderate,387.9,98,26,2
24645,Rabbit,19,Female,37.53,108.99,Encephalitozoon,672.9,42.4,,,1.58,Moderate,1263.2,112,15,3
24646,Horse,13,Male,387.27,128.18,Laminitis,1783.1,81.6,45.4,125.3,3.87,Sedentary,1682.3,117,20,3
24647,Sheep,11,Female,54.94,139.97,Foot Rot,439.8,112.6,145.7,,2.42,Active,1653.1,86,26,4
24648,Cow,12,Male,662.94,223.72,BRD,1605.9,113.3,189.2,59,2.6,Active,1212.7,107,15,2
24649,Sheep,13,Female,67.77,161.99,Pregnancy Toxemia,1449.7,128.6,130.7,156.4,4.46,Moderate,1568.1,151,10,1
24650,Dog,7,Male,,72.04,Hip Dysplasia,,75.7,131.3,241.9,1.35,Active,420.2,106,,2
24651,Cow,3,Female,532.33,,Foot-and-Mouth,2102.1,80.2,52.1,82.4,3.05,Sedentary,1105.3,,25,3
24652,Horse,8,Male,777.57,263.32,Laminitis,1534.5,14.5,132.9,204.6,1.05,Sedentary,,124,21,1
24653,Cow,11,Male,395.19,143.22,Milk Fever,783.2,69.4,,143.6,4.46,Active,1673.6,134,27,1
24654,Horse,8,Female,309.52,123.08,PPID,1375,123.6,36.7,,4.46,Moderate,1232.9,,13,1
24655,Cow,6,Male,333.01,132.06,Foot-and-Mouth,2034.1,95.8,142.2,20,4.88,Sedentary,1504.1,113,19,3
24656,Dog,7,Male,20.47,86.92,Hip Dysplasia,2175.5,14.9,137.7,187.6,0.97,Active,415.3,105,24,2
24657,Cow,16,Female,656.57,207.36,BRD,,46.7,45.4,56.6,4.8,Moderate,,126,12,4
24658,Cat,17,Male,10.52,69.84,Chronic Kidney Disease,382.1,103.8,109.4,,3.95,Active,1794.5,78,,4
24659,Sheep,11,Female,119.26,269.28,Pregnancy Toxemia,784,106.8,72.3,232.7,4.79,Sedentary,1539.6,96,16,1
24660,Rabbit,6,Female,,42.1,Pasteurellosis,2247.5,,128,,2.76,Sedentary,416.5,118,12,1
24661,Dog,20,Female,16.8,174.03,Heartworm,1726.7,63.4,,143.3,3.68,Active,1670.3,102,29,2
24662,Cow,15,Male,623.65,202.32,BRD,,93.2,66.4,148.8,2.76,Moderate,1285.2,,21,1
24663,Cat,6,Male,28.46,,Hyperthyroidism,295,85.6,111.5,207.7,0.64,Moderate,1418.2,84,,1
24664,Rabbit,4,Female,27.02,86.69,Dental Disease,1007.4,129.7,,,1.45,Active,1586.6,145,,4
24665,Cat,18,Female,21.59,218.97,Hyperthyroidism,1139.5,28.7,197.9,139.1,2.63,Moderate,1123.9,117,14,2
24666,Rabbit,17,Female,25.42,61.03,Dental Disease,963.9,37.1,56,,,Sedentary,668.5,78,11,1
24667,Cow,6,Female,458.41,221.38,BRD,783.8,137.5,31.8,290.3,0.9,Moderate,1629.6,,10,2
24668,Rabbit,8,Female,20.41,102.56,Myxomatosis,1253.3,52.4,81.5,120.3,,Active,965.8,125,25,3
24669,Cat,17,Female,25.62,216,Chronic Kidney Disease,1759.1,119.2,,255.5,,Moderate,1726,99,,3
24670,Rabbit,19,Female,23.32,52.99,Encephalitozoon,,137.4,41.9,215.3,,Active,578.7,150,14,4
24671,Cow,5,Male,768.84,271.4,Bloat,,76.1,112.4,162.3,2.56,Sedentary,517.3,113,27,3
24672,Rabbit,15,Male,27.72,150.76,Dental Disease,694,64.6,34,82.6,2.85,Sedentary,,146,,4
24673,Rabbit,20,Female,35.4,350.29,Encephalitozoon,2431.6,63.1,63.9,270.6,4.92,Moderate,1295.5,,11,2
24674,Cat,15,Female,32.27,286.69,FeLV,1996.6,81.4,56.7,,4.54,Active,1069.3,79,17,3
24675,Horse,16,Male,745.96,239.1,Laminitis,946,55.9,120.6,,1.07,Sedentary,1139,101,15,1
24676,Horse,14,Female,407.78,148.52,Laminitis,,133.7,61.1,129.7,2.33,Active,1160.2,,21,3
24677,Rabbit,14,Female,36.69,116.37,GI Stasis,1080.9,77.3,186.7,190.3,0.69,Active,1549,90,12,4
24678,Cat,2,Male,24.4,209.59,Chronic Kidney Disease,2495.4,13.4,194.7,110,2.1,Moderate,1266.3,159,13,2
24679,Rabbit,15,Female,22.14,118.69,Dental Disease,1298.7,,168.1,,1.54,Moderate,817.6,65,19,1
24680,Dog,18,Male,21.27,123.14,Heartworm,1762.3,56.3,31.8,91.1,1.08,Active,598.2,143,18,3
24681,Sheep,7,Female,60.62,224.36,Caseous Lymphadenitis,1664.7,116.7,18.1,32.7,1.11,Sedentary,912.9,96,15,2
24682,Rabbit,15,Male,32.53,195.23,Myxomatosis,893.7,120.9,,97.1,0.72,Sedentary,614.8,142,14,2
24683,Horse,18,Female,607.71,192.19,Equine Influenza,1084.3,130.8,132.1,182.2,4.57,Moderate,739.6,,29,1
24684,Sheep,6,Male,,179.54,Pregnancy Toxemia,1356.9,138.9,85.3,,4.45,Sedentary,1069.5,,17,3
24685,Rabbit,19,Male,,209.43,Uterine Tumors,770.7,125.6,,37.6,2.69,Moderate,890.7,130,14,1
24686,Dog,16,Male,16.96,83.31,Hip Dysplasia,,49.4,58,102.3,0.96,Moderate,432.2,158,22,4
24687,Dog,16,Male,26.82,97.12,Heartworm,2422.4,61.8,100.2,53.4,4.44,Active,,,21,3
24688,Rabbit,2,Male,27.24,125.55,Pasteurellosis,851.1,89,,262.3,4.27,Sedentary,1124.2,81,16,2
24689,Dog,18,Male,38.83,,Pancreatitis,990.5,19.6,22.7,271.6,3.37,Active,,123,,1
24690,Cow,10,Female,501.46,250.17,BRD,2088.6,116.7,85.9,141.6,4.01,Moderate,462,61,25,3
24691,Sheep,12,Female,,267.44,Enterotoxemia,2002.9,76.9,,26.1,2.44,Sedentary,650.8,127,18,1
24692,Cow,11,Female,734.87,288.35,Ketosis,557.7,,12.2,239.5,1.75,Sedentary,1358.5,68,13,3
24693,Sheep,11,Male,89.74,193.33,Caseous Lymphadenitis,,109,73.8,193,2.28,Moderate,,72,,1
24694,Sheep,7,Male,102.86,248.79,Caseous Lymphadenitis,588.9,109.8,160.5,74.1,,Active,1684.5,128,27,4
24695,Dog,13,Male,35.63,343.85,Pancreatitis,1504.9,35.4,172.6,278.5,2.6,Sedentary,1008.5,96,20,4
24696,Horse,1,Male,439.94,150.22,Laminitis,2091.8,144.2,135.9,119.8,2.04,Sedentary,1555.1,76,15,4
24697,Rabbit,14,Female,37.97,268.29,Myxomatosis,1893.5,146,39.5,165.9,4.15,Active,568.4,80,10,3
24698,Dog,7,Female,33.31,175.55,Hip Dysplasia,1088.4,92.6,131,38.4,,Sedentary,1505.6,67,16,3
24699,Sheep,13,Female,86.2,311.44,Parasites,1539.3,38.4,132.2,170.2,0.84,Active,,117,17,2
24700,Sheep,13,Male,106.29,273.5,Enterotoxemia,1820.3,21.5,172.4,183.5,3.04,Moderate,898.7,88,11,4
24701,Dog,3,Male,34.65,131.25,Canine Distemper,224.6,118.8,197.1,96.5,3.88,Moderate,997.5,111,13,2
24702,Sheep,16,Female,106.01,332.09,Pregnancy Toxemia,2093.3,98.4,122.6,222.1,2.08,Active,942.3,90,,4
24703,Cat,2,Male,32.56,114.01,FIV,2003,32.1,119.1,203.3,1.96,Sedentary,1313.2,106,29,1
24704,Sheep,18,Female,,244.33,Enterotoxemia,,122.8,89.9,126.7,,Moderate,,93,,3
24705,Cow,11,Male,391.54,144.18,Milk Fever,,34.6,,,2.63,Active,,60,,2
24706,Horse,2,Female,795.91,259.03,PPID,218.7,36.5,,154.4,,Sedentary,1412.1,119,16,1
24707,Cat,18,Male,29.25,139.81,Hyperthyroidism,2096.5,89.6,128,,2.29,Moderate,665.5,61,14,3
24708,Dog,13,Female,6.61,46.88,Allergies,1277.5,79.9,,,2.37,Sedentary,1429.6,139,27,4
24709,Sheep,3,Female,54.95,117.93,Caseous Lymphadenitis,1945.1,97.6,16.4,36.1,3.61,Active,,90,25,2
24710,Dog,19,Male,20.1,44.67,Allergies,269.6,83.4,,124.9,0.86,Active,1567.2,121,27,2
24711,Horse,3,Female,,152.55,EHV,335.1,,117.5,136,2.71,Sedentary,505.1,105,21,4
24712,Rabbit,19,Male,32.25,65.95,Uterine Tumors,489.7,10.6,7,,2.42,Active,,72,29,4
24713,Horse,5,Female,479.81,,Colic,625.5,64.9,123.5,59.3,1.47,Moderate,1773.4,135,10,1
24714,Dog,7,Female,22.13,58.74,Lyme Disease,524.7,124.8,173.9,238.9,3.26,Sedentary,879,158,21,2
24715,Cat,8,Female,19.95,53.28,Hyperthyroidism,982.6,86.8,62.4,182.4,,Sedentary,667.3,135,21,4
24716,Horse,6,Male,419.52,,Strangles,,,68.2,42.8,0.83,Moderate,556.4,,24,2
24717,Dog,14,Male,31.37,270.09,Pancreatitis,697.1,147.2,165.6,,4.62,Active,478.2,,,3
24718,Sheep,18,Male,69.98,191.82,Pregnancy Toxemia,552.1,144.3,182.8,,,Moderate,717.7,98,25,2
24719,Sheep,7,Female,106.47,238.75,Foot Rot,1752,147.2,73.3,260.6,,Active,499.1,,19,4
24720,Horse,18,Female,710.78,228.86,EHV,1294.9,85.2,61.4,95,,Moderate,1679.2,99,16,2
24721,Sheep,19,Male,96.24,364.42,Foot Rot,2389.3,80.5,99,,2.59,Moderate,,138,20,2
24722,Dog,10,Male,12.43,51.75,Lyme Disease,2095.6,82.2,17.3,231,,Moderate,1799,,16,3
24723,Cow,2,Male,537.77,241,Mastitis,1929.6,10.9,79.3,79.1,4.95,Sedentary,,60,10,2
24724,Cow,20,Male,665,260.71,Foot-and-Mouth,397.2,40.2,,41.5,,Sedentary,,71,15,2
24725,Cat,3,Male,20.25,115.45,FeLV,2291.1,35.9,,34.6,0.72,Moderate,878.4,109,14,1
24726,Horse,1,Male,353.62,125.8,Strangles,2438.3,28.5,188.2,185.9,1.62,Moderate,,62,10,2
24727,Dog,12,Male,17.25,70.17,Pancreatitis,367,,168.6,26.8,4.96,Sedentary,1386.8,,25,2
24728,Cat,6,Female,26.39,76.46,Upper Respiratory Infections,,148.4,,164.3,4.64,Sedentary,1465.7,123,,3
24729,Sheep,13,Male,78.58,193.17,Scrapie,1166.9,,,34.5,,Sedentary,1151.1,130,26,2
24730,Sheep,1,Female,70.42,210.13,Pregnancy Toxemia,932.5,76.9,27.3,97.4,,Active,549,119,18,2
24731,Horse,15,Male,622.53,223.99,EMS,1758.4,126.9,97.9,291.1,3.03,Active,1185.8,91,22,2
24732,Horse,4,Female,663.29,,EHV,926.3,61.6,75.4,209.3,2.47,Sedentary,1228.2,,18,1
24733,Cat,8,Female,16.49,66.2,FLUTD,453.9,53,,155.1,3.03,Moderate,318.7,75,24,3
24734,Horse,14,Male,363.74,155.22,EHV,,73.8,,,,Moderate,1269.4,99,12,1
24735,Cow,15,Female,577.7,220.43,Milk Fever,1709.4,122.9,132.4,121.4,,Sedentary,1784,144,16,3
24736,Rabbit,20,Female,27.86,107.83,Myxomatosis,2013.3,48.2,127.2,,1.02,Active,1767.2,69,25,2
24737,Dog,18,Female,37.33,124.44,Hip Dysplasia,1489.6,133.6,,232.7,0.76,Sedentary,1257.7,,13,4
24738,Cow,3,Female,619.26,232.56,Milk Fever,2035.9,47.1,15.5,173,2.75,Active,649.9,96,23,2
24739,Horse,13,Female,756.19,247.71,EMS,216.8,63.4,156.5,153.7,4.42,Active,1000.4,96,28,2
